NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name
3506190	AFUA_3G01770	hypothetical protein	Aspergillus fumigatus Af293	
3506207	AFUA_3G03690	hypothetical protein	Aspergillus fumigatus Af293	
3506210	AFUA_3G03720	hypothetical protein	Aspergillus fumigatus Af293	
3506213	AFUA_3G03750	hypothetical protein	Aspergillus fumigatus Af293	
3506215	AFUA_3G00460	hypothetical protein	Aspergillus fumigatus Af293	
3506220	AFUA_7G04840	hypothetical protein	Aspergillus fumigatus Af293	
3506221	AFUA_7G04830	hypothetical protein	Aspergillus fumigatus Af293	
3506223	AFUA_7G04811	hypothetical protein	Aspergillus fumigatus Af293	
3506224	AFUA_7G04800	hypothetical protein	Aspergillus fumigatus Af293	
3506233	AFUA_7G08560	hypothetical protein	Aspergillus fumigatus Af293	
3506236	AFUA_7G08530	hypothetical protein	Aspergillus fumigatus Af293	
3506237	AFUA_7G08520	hypothetical protein	Aspergillus fumigatus Af293	
3506239	AFUA_7G05460	hypothetical protein	Aspergillus fumigatus Af293	
3506245	AFUA_7G08390	hypothetical protein	Aspergillus fumigatus Af293	
3506246	AFUA_7G08380	hypothetical protein	Aspergillus fumigatus Af293	
3506247	AFUA_7G08370	hypothetical protein	Aspergillus fumigatus Af293	
3506248	AFUA_7G08360	hypothetical protein	Aspergillus fumigatus Af293	
3506252	AFUA_7G05490	hypothetical protein	Aspergillus fumigatus Af293	
3506257	AFUA_7G08440	hypothetical protein	Aspergillus fumigatus Af293	
3506258	AFUA_7G08430	hypothetical protein	Aspergillus fumigatus Af293	
3506259	AFUA_7G08420	hypothetical protein	Aspergillus fumigatus Af293	
3506262	AFUA_7G05570	hypothetical protein	Aspergillus fumigatus Af293	
3506263	AFUA_7G05560	hypothetical protein	Aspergillus fumigatus Af293	
3506267	AFUA_7G05520	hypothetical protein	Aspergillus fumigatus Af293	
3506273	AFUA_7G08630	hypothetical protein	Aspergillus fumigatus Af293	
3506274	AFUA_7G08620	hypothetical protein	Aspergillus fumigatus Af293	
3506276	AFUA_7G08600	hypothetical protein	Aspergillus fumigatus Af293	
3506277	AFUA_7G08590	hypothetical protein	Aspergillus fumigatus Af293	
3506282	AFUA_7G04700	conserved hypothetical portein	Aspergillus fumigatus Af293	
3506284	AFUA_7G04680	hypothetical protein	Aspergillus fumigatus Af293	
3506288	AFUA_7G04750	hypothetical protein	Aspergillus fumigatus Af293	
3506289	AFUA_7G04740	hypothetical protein	Aspergillus fumigatus Af293	
3506291	AFUA_7G08231	hypothetical protein	Aspergillus fumigatus Af293	
3506292	AFUA_7G08220	hypothetical protein	Aspergillus fumigatus Af293	
3506294	AFUA_7G05000	hypothetical protein	Aspergillus fumigatus Af293	
3506300	AFUA_7G04940	hypothetical protein	Aspergillus fumigatus Af293	
3506302	AFUA_7G04920	hypothetical protein	Aspergillus fumigatus Af293	
3506311	AFUA_7G03670	hypothetical protein	Aspergillus fumigatus Af293	
3506313	AFUA_7G03650	hypothetical protein	Aspergillus fumigatus Af293	
3506320	AFUA_7G06210	hypothetical protein	Aspergillus fumigatus Af293	
3506322	AFUA_7G06910	hypothetical protein	Aspergillus fumigatus Af293	
3506330	AFUA_7G05050	hypothetical protein	Aspergillus fumigatus Af293	
3506334	AFUA_7G05850	hypothetical protein	Aspergillus fumigatus Af293	
3506338	AFUA_7G05820	hypothetical protein	Aspergillus fumigatus Af293	
3506343	AFUA_7G05890	hypothetical protein	Aspergillus fumigatus Af293	
3506344	AFUA_7G05880	hypothetical protein	Aspergillus fumigatus Af293	
3506347	AFUA_7G06660	hypothetical protein	Aspergillus fumigatus Af293	
3506349	AFUA_7G06640	hypothetical protein	Aspergillus fumigatus Af293	
3506353	AFUA_7G05400	hypothetical protein	Aspergillus fumigatus Af293	
3506355	AFUA_7G05380	hypothetical protein	Aspergillus fumigatus Af293	
3506359	AFUA_7G06450	hypothetical protein	Aspergillus fumigatus Af293	
3506371	AFUA_7G03730	hypothetical protein	Aspergillus fumigatus Af293	
3506380	AFUA_7G04630	hypothetical protein	Aspergillus fumigatus Af293	
3506381	AFUA_7G04620	hypothetical protein	Aspergillus fumigatus Af293	
3506382	AFUA_7G07050	hypothetical protein	Aspergillus fumigatus Af293	
3506383	AFUA_7G07040	hypothetical protein	Aspergillus fumigatus Af293	
3506385	AFUA_7G07020	hypothetical protein	Aspergillus fumigatus Af293	
3506386	AFUA_7G07010	hypothetical protein	Aspergillus fumigatus Af293	
3506391	AFUA_7G04560	hypothetical protein	Aspergillus fumigatus Af293	
3506399	AFUA_7G03770	hypothetical protein	Aspergillus fumigatus Af293	
3506404	AFUA_7G03840	hypothetical protein	Aspergillus fumigatus Af293	
3506418	AFUA_7G05940	hypothetical protein	Aspergillus fumigatus Af293	
3506420	AFUA_7G03930	hypothetical protein	Aspergillus fumigatus Af293	
3506421	AFUA_7G03920	hypothetical protein	Aspergillus fumigatus Af293	
3506423	AFUA_7G03900	hypothetical protein	Aspergillus fumigatus Af293	
3506429	AFUA_7G03970	hypothetical protein	Aspergillus fumigatus Af293	
3506431	AFUA_7G03950	hypothetical protein	Aspergillus fumigatus Af293	
3506438	AFUA_7G06480	hypothetical protein	Aspergillus fumigatus Af293	
3506439	AFUA_7G06470	hypothetical protein	Aspergillus fumigatus Af293	
3506443	AFUA_7G06070	hypothetical protein	Aspergillus fumigatus Af293	
3506448	AFUA_7G05110	hypothetical protein	Aspergillus fumigatus Af293	
3506451	AFUA_7G05085	hypothetical protein	Aspergillus fumigatus Af293	
3506455	AFUA_7G06180	hypothetical protein	Aspergillus fumigatus Af293	
3506457	AFUA_7G06160	hypothetical protein	Aspergillus fumigatus Af293	
3506459	AFUA_7G04510	hypothetical protein	Aspergillus fumigatus Af293	
3506463	AFUA_7G04470	hypothetical protein	Aspergillus fumigatus Af293	
3506466	AFUA_7G04060	hypothetical protein	Aspergillus fumigatus Af293	
3506467	AFUA_7G04050	hypothetical protein	Aspergillus fumigatus Af293	
3506469	AFUA_7G04030	hypothetical protein	Aspergillus fumigatus Af293	
3506471	AFUA_7G04010	hypothetical protein	Aspergillus fumigatus Af293	
3506472	AFUA_7G04000	hypothetical protein	Aspergillus fumigatus Af293	
3506478	AFUA_7G07060	hypothetical protein	Aspergillus fumigatus Af293	
3506481	AFUA_7G06710	hypothetical protein	Aspergillus fumigatus Af293	
3506486	AFUA_7G04370	hypothetical protein	Aspergillus fumigatus Af293	
3506493	AFUA_7G05780	hypothetical protein	Aspergillus fumigatus Af293	
3506494	AFUA_7G05770	hypothetical protein	Aspergillus fumigatus Af293	
3506501	AFUA_7G04410	hypothetical protein	Aspergillus fumigatus Af293	
3506502	AFUA_7G04400	hypothetical protein	Aspergillus fumigatus Af293	
3506503	AFUA_7G04390	hypothetical protein	Aspergillus fumigatus Af293	
3506507	AFUA_7G05330	hypothetical protein	Aspergillus fumigatus Af293	
3506511	AFUA_7G05300	hypothetical protein	Aspergillus fumigatus Af293	
3506513	AFUA_7G05280	hypothetical protein	Aspergillus fumigatus Af293	
3506520	AFUA_7G04100	hypothetical protein	Aspergillus fumigatus Af293	
3506521	AFUA_7G04090	hypothetical protein	Aspergillus fumigatus Af293	
3506532	AFUA_7G04240	hypothetical protein	Aspergillus fumigatus Af293	
3506535	AFUA_7G04200	hypothetical protein	Aspergillus fumigatus Af293	
3506538	AFUA_7G06310	hypothetical protein	Aspergillus fumigatus Af293	
3506539	AFUA_7G06300	hypothetical protein	Aspergillus fumigatus Af293	
3506541	AFUA_7G06280	hypothetical protein	Aspergillus fumigatus Af293	
3506551	AFUA_7G08310	hypothetical protein	Aspergillus fumigatus Af293	
3506552	AFUA_7G08300	hypothetical protein	Aspergillus fumigatus Af293	
3506561	AFUA_7G06010	hypothetical protein	Aspergillus fumigatus Af293	
3506562	AFUA_7G06000	hypothetical protein	Aspergillus fumigatus Af293	
3506565	AFUA_7G07140	hypothetical protein	Aspergillus fumigatus Af293	
3506566	AFUA_7G07130	hypothetical protein	Aspergillus fumigatus Af293	
3506569	AFUA_7G05230	hypothetical protein	Aspergillus fumigatus Af293	
3506572	AFUA_7G05200	hypothetical protein	Aspergillus fumigatus Af293	
3506574	AFUA_7G08280	hypothetical protein	Aspergillus fumigatus Af293	
3506575	AFUA_7G08270	hypothetical protein	Aspergillus fumigatus Af293	
3506576	AFUA_7G08260	hypothetical protein	Aspergillus fumigatus Af293	
3506578	AFUA_7G08240	hypothetical protein	Aspergillus fumigatus Af293	
3506580	AFUA_7G08650	hypothetical protein	Aspergillus fumigatus Af293	
3506583	AFUA_7G05170	hypothetical protein	Aspergillus fumigatus Af293	
3506585	AFUA_7G05150	hypothetical protein	Aspergillus fumigatus Af293	
3506591	AFUA_7G05640	hypothetical protein	Aspergillus fumigatus Af293	
3506592	AFUA_7G05630	hypothetical protein	Aspergillus fumigatus Af293	
3506595	AFUA_7G06360	hypothetical protein	Aspergillus fumigatus Af293	
3506597	AFUA_7G06340	hypothetical protein	Aspergillus fumigatus Af293	
3506598	AFUA_7G06330	hypothetical protein	Aspergillus fumigatus Af293	
3506600	AFUA_7G06780	hypothetical protein	Aspergillus fumigatus Af293	
3506601	AFUA_7G06770	hypothetical protein	Aspergillus fumigatus Af293	
3506611	AFUA_7G06590	hypothetical protein	Aspergillus fumigatus Af293	
3506617	AFUA_7G05730	hypothetical protein	Aspergillus fumigatus Af293	
3506619	AFUA_7G05710	hypothetical protein	Aspergillus fumigatus Af293	
3506633	AFUA_2G06260	hypothetical protein	Aspergillus fumigatus Af293	
3506634	AFUA_2G06270	hypothetical protein	Aspergillus fumigatus Af293	
3506641	AFUA_2G06200	hypothetical protein	Aspergillus fumigatus Af293	
3506644	AFUA_2G06120	hypothetical protein	Aspergillus fumigatus Af293	
3506653	AFUA_2G02720	hypothetical protein	Aspergillus fumigatus Af293	
3506655	AFUA_2G04580	hypothetical protein	Aspergillus fumigatus Af293	
3506665	AFUA_2G04750	hypothetical protein	Aspergillus fumigatus Af293	
3506668	AFUA_2G03670	hypothetical protein	Aspergillus fumigatus Af293	
3506670	AFUA_2G03690	hypothetical protein	Aspergillus fumigatus Af293	
3506676	AFUA_2G05520	hypothetical protein	Aspergillus fumigatus Af293	
3506689	AFUA_2G04790	hypothetical protein	Aspergillus fumigatus Af293	
3506692	AFUA_2G00940	hypothetical protein	Aspergillus fumigatus Af293	
3506695	AFUA_2G00980	hypothetical protein	Aspergillus fumigatus Af293	
3506697	AFUA_2G00870	hypothetical protein	Aspergillus fumigatus Af293	
3506699	AFUA_2G00890	hypothetical protein	Aspergillus fumigatus Af293	
3506703	AFUA_2G03160	hypothetical protein	Aspergillus fumigatus Af293	
3506706	AFUA_2G03190	hypothetical protein	Aspergillus fumigatus Af293	
3506707	AFUA_2G03200	hypothetical protein	Aspergillus fumigatus Af293	
3506708	AFUA_2G03210	hypothetical protein	Aspergillus fumigatus Af293	
3506711	AFUA_2G05550	hypothetical protein	Aspergillus fumigatus Af293	
3506713	AFUA_2G05570	hypothetical protein	Aspergillus fumigatus Af293	
3506718	AFUA_2G01720	hypothetical protein	Aspergillus fumigatus Af293	
3506719	AFUA_2G01730	hypothetical protein	Aspergillus fumigatus Af293	
3506726	AFUA_2G00300	hypothetical protein	Aspergillus fumigatus Af293	
3506731	AFUA_2G02460	hypothetical protein	Aspergillus fumigatus Af293	
3506733	AFUA_2G02480	hypothetical protein	Aspergillus fumigatus Af293	
3506735	AFUA_2G02500	hypothetical protein	Aspergillus fumigatus Af293	
3506737	AFUA_2G02740	hypothetical protein	Aspergillus fumigatus Af293	
3506743	AFUA_2G03780	hypothetical protein	Aspergillus fumigatus Af293	
3506745	AFUA_2G03800	hypothetical protein	Aspergillus fumigatus Af293	
3506758	AFUA_2G05630	hypothetical protein	Aspergillus fumigatus Af293	
3506759	AFUA_2G05640	hypothetical protein	Aspergillus fumigatus Af293	
3506761	AFUA_2G05660	hypothetical protein	Aspergillus fumigatus Af293	
3506765	AFUA_2G01800	hypothetical pathogenicity factor	Aspergillus fumigatus Af293	
3506766	AFUA_2G01810	hypothetical protein	Aspergillus fumigatus Af293	
3506772	AFUA_2G04850	hypothetical protein	Aspergillus fumigatus Af293	
3506776	AFUA_2G04540	hypothetical protein	Aspergillus fumigatus Af293	
3506787	AFUA_2G06050	hypothetical protein	Aspergillus fumigatus Af293	
3506796	AFUA_2G04500	hypothetical protein	Aspergillus fumigatus Af293	
3506799	AFUA_2G04530	hypothetical protein	Aspergillus fumigatus Af293	
3506800	AFUA_2G01830	hypothetical protein	Aspergillus fumigatus Af293	
3506801	AFUA_2G01840	hypothetical protein	Aspergillus fumigatus Af293	
3506807	AFUA_2G03850	hypothetical protein	Aspergillus fumigatus Af293	
3506814	AFUA_2G05680	hypothetical protein	Aspergillus fumigatus Af293	
3506815	AFUA_2G05690	hypothetical protein	Aspergillus fumigatus Af293	
3506816	AFUA_2G05700	hypothetical protein	Aspergillus fumigatus Af293	
3506817	AFUA_2G05710	hypothetical protein	Aspergillus fumigatus Af293	
3506818	AFUA_2G05720	hypothetical protein	Aspergillus fumigatus Af293	
3506819	AFUA_2G03100	hypothetical protein	Aspergillus fumigatus Af293	
3506822	AFUA_2G03130	hypothetical protein	Aspergillus fumigatus Af293	
3506826	AFUA_2G03240	hypothetical protein	Aspergillus fumigatus Af293	
3506827	AFUA_2G03250	hypothetical protein	Aspergillus fumigatus Af293	
3506840	AFUA_2G03940	hypothetical protein	Aspergillus fumigatus Af293	
3506846	AFUA_2G02830	hypothetical protein	Aspergillus fumigatus Af293	
3506857	AFUA_2G04900	hypothetical protein	Aspergillus fumigatus Af293	
3506860	AFUA_2G04930	hypothetical protein	Aspergillus fumigatus Af293	
3506865	AFUA_2G04460	hypothetical protein	Aspergillus fumigatus Af293	
3506866	AFUA_2G04470	hypothetical protein	Aspergillus fumigatus Af293	
3506868	AFUA_2G04350	hypothetical protein	Aspergillus fumigatus Af293	
3506873	AFUA_2G04400	hypothetical protein	Aspergillus fumigatus Af293	
3506877	AFUA_2G05980	hypothetical protein	Aspergillus fumigatus Af293	
3506878	AFUA_2G05990	hypothetical protein	Aspergillus fumigatus Af293	
3506883	AFUA_2G02600	hypothetical protein	Aspergillus fumigatus Af293	
3506888	AFUA_2G00560	hypothetical protein	Aspergillus fumigatus Af293	
3506889	AFUA_2G00550	hypothetical protein	Aspergillus fumigatus Af293	
3506891	AFUA_2G00580	hypothetical protein	Aspergillus fumigatus Af293	
3506893	AFUA_2G04950	hypothetical protein	Aspergillus fumigatus Af293	
3506899	AFUA_2G05890	Golgi transport complex subunit COG4	Aspergillus fumigatus Af293	
3506902	AFUA_2G05920	hypothetical protein	Aspergillus fumigatus Af293	
3506904	AFUA_2G05940	hypothetical protein	Aspergillus fumigatus Af293	
3506907	AFUA_2G00600	hypothetical protein	Aspergillus fumigatus Af293	
3506909	AFUA_2G00625	hypothetical protein	Aspergillus fumigatus Af293	
3506912	AFUA_2G05370	hypothetical protein	Aspergillus fumigatus Af293	
3506918	AFUA_2G01080	hypothetical protein	Aspergillus fumigatus Af293	
3506921	AFUA_2G01110	hypothetical protein	Aspergillus fumigatus Af293	
3506922	AFUA_2G03300	hypothetical protein	Aspergillus fumigatus Af293	
3506924	AFUA_2G03320	hypothetical protein	Aspergillus fumigatus Af293	
3506929	AFUA_2G03990	hypothetical protein	Aspergillus fumigatus Af293	
3506934	AFUA_2G01650	hypothetical protein	Aspergillus fumigatus Af293	
3506938	AFUA_2G01690	hypothetical protein	Aspergillus fumigatus Af293	
3506942	AFUA_2G01910	hypothetical protein	Aspergillus fumigatus Af293	
3506947	AFUA_2G03370	hypothetical protein	Aspergillus fumigatus Af293	
3506951	AFUA_2G03410	hypothetical protein	Aspergillus fumigatus Af293	
3506960	AFUA_2G00160	hypothetical protein	Aspergillus fumigatus Af293	
3506963	AFUA_2G00190	hypothetical protein	Aspergillus fumigatus Af293	
3506968	AFUA_2G01150	hypothetical protein	Aspergillus fumigatus Af293	
3506973	AFUA_2G02930	hypothetical protein	Aspergillus fumigatus Af293	
3506977	AFUA_2G02970	hypothetical protein	Aspergillus fumigatus Af293	
3506985	AFUA_2G01940	hypothetical protein	Aspergillus fumigatus Af293	
3506988	AFUA_2G01970	hypothetical protein	Aspergillus fumigatus Af293	
3506991	AFUA_2G02000	hypothetical protein	Aspergillus fumigatus Af293	
3507000	AFUA_2G02880	hypothetical protein	Aspergillus fumigatus Af293	
3507005	AFUA_2G04090	hypothetical protein	Aspergillus fumigatus Af293	
3507006	AFUA_2G04100	hypothetical protein	Aspergillus fumigatus Af293	
3507008	AFUA_2G04120	hypothetical protein	Aspergillus fumigatus Af293	
3507013	AFUA_2G03070	hypothetical protein	Aspergillus fumigatus Af293	
3507017	AFUA_2G04040	hypothetical protein	Aspergillus fumigatus Af293	
3507018	AFUA_2G04050	hypothetical protein	Aspergillus fumigatus Af293	
3507032	AFUA_2G05010	hypothetical protein	Aspergillus fumigatus Af293	
3507036	AFUA_2G05050	hypothetical protein	Aspergillus fumigatus Af293	
3507040	AFUA_2G01610	hypothetical protein	Aspergillus fumigatus Af293	
3507041	AFUA_2G01620	hypothetical protein	Aspergillus fumigatus Af293	
3507043	AFUA_2G01300	hypothetical protein	Aspergillus fumigatus Af293	
3507047	AFUA_2G01340	hypothetical protein	Aspergillus fumigatus Af293	
3507053	AFUA_2G03450	hypothetical protein	Aspergillus fumigatus Af293	
3507059	AFUA_2G01540	hypothetical protein	Aspergillus fumigatus Af293	
3507066	AFUA_2G05870	hypothetical protein	Aspergillus fumigatus Af293	
3507074	AFUA_2G05240	hypothetical protein	Aspergillus fumigatus Af293	
3507077	AFUA_2G05270	hypothetical protein	Aspergillus fumigatus Af293	
3507080	AFUA_2G05300	hypothetical protein	Aspergillus fumigatus Af293	
3507087	AFUA_2G01430	hypothetical protein	Aspergillus fumigatus Af293	
3507090	AFUA_2G02330	hypothetical protein	Aspergillus fumigatus Af293	
3507094	AFUA_2G02370	hypothetical protein	Aspergillus fumigatus Af293	
3507096	AFUA_2G00700	hypothetical protein	Aspergillus fumigatus Af293	
3507100	AFUA_2G00740	hypothetical protein	Aspergillus fumigatus Af293	
3507102	AFUA_2G05070	hypothetical protein	Aspergillus fumigatus Af293	
3507103	AFUA_2G05080	hypothetical protein	Aspergillus fumigatus Af293	
3507105	AFUA_2G05100	S-adenosylmethionine-dependent methyltransferase	Aspergillus fumigatus Af293	
3507114	AFUA_2G02380	hypothetical protein	Aspergillus fumigatus Af293	
3507115	AFUA_2G02390	hypothetical protein	Aspergillus fumigatus Af293	
3507116	AFUA_2G02400	hypothetical protein	Aspergillus fumigatus Af293	
3507117	AFUA_2G02410	hypothetical protein	Aspergillus fumigatus Af293	
3507120	AFUA_2G02440	hypothetical protein	Aspergillus fumigatus Af293	
3507121	AFUA_2G04210	hypothetical protein	Aspergillus fumigatus Af293	
3507128	AFUA_2G05410	hypothetical protein	Aspergillus fumigatus Af293	
3507131	AFUA_2G05440	hypothetical protein	Aspergillus fumigatus Af293	
3507141	AFUA_2G04160	hypothetical protein	Aspergillus fumigatus Af293	
3507142	AFUA_2G04170	hypothetical protein	Aspergillus fumigatus Af293	
3507143	AFUA_2G04180	hypothetical protein	Aspergillus fumigatus Af293	
3507144	AFUA_2G04190	hypothetical protein	Aspergillus fumigatus Af293	
3507154	AFUA_2G02180	hypothetical protein	Aspergillus fumigatus Af293	
3507157	AFUA_2G02210	hypothetical protein	Aspergillus fumigatus Af293	
3507160	AFUA_2G03470	hypothetical protein	Aspergillus fumigatus Af293	
3507161	AFUA_2G03480	hypothetical protein	Aspergillus fumigatus Af293	
3507175	AFUA_2G02240	hypothetical protein	Aspergillus fumigatus Af293	
3507177	AFUA_2G02260	hypothetical protein	Aspergillus fumigatus Af293	
3507181	AFUA_2G02300	hypothetical protein	Aspergillus fumigatus Af293	
3507185	AFUA_2G05170	hypothetical protein	Aspergillus fumigatus Af293	
3507190	AFUA_2G00440	hypothetical protein	Aspergillus fumigatus Af293	
3507202	AFUA_2G00500	hypothetical protein	Aspergillus fumigatus Af293	
3507204	AFUA_2G00520	hypothetical protein	Aspergillus fumigatus Af293	
3507208	AFUA_2G01470	hypothetical protein	Aspergillus fumigatus Af293	
3507210	AFUA_2G01490	hypothetical protein	Aspergillus fumigatus Af293	
3507211	AFUA_2G02630	hypothetical protein	Aspergillus fumigatus Af293	
3507212	AFUA_2G02640	hypothetical protein	Aspergillus fumigatus Af293	
3507213	AFUA_2G02650	hypothetical protein	Aspergillus fumigatus Af293	
3507222	AFUA_2G03630	hypothetical protein	Aspergillus fumigatus Af293	
3507227	AFUA_2G05220	hypothetical protein	Aspergillus fumigatus Af293	
3507228	AFUA_2G05230	hypothetical protein	Aspergillus fumigatus Af293	
3507233	AFUA_2G00850	hypothetical protein	Aspergillus fumigatus Af293	
3507234	AFUA_2G00860	hypothetical protein	Aspergillus fumigatus Af293	
3507238	AFUA_2G00370	hypothetical protein	Aspergillus fumigatus Af293	
3507240	AFUA_2G00390	hypothetical protein	Aspergillus fumigatus Af293	
3507242	AFUA_2G00210	hypothetical protein	Aspergillus fumigatus Af293	
3507245	AFUA_2G00240	hypothetical protein	Aspergillus fumigatus Af293	
3507246	AFUA_2G00250	hypothetical protein	Aspergillus fumigatus Af293	
3507252	AFUA_2G00790	hypothetical protein	Aspergillus fumigatus Af293	
3507254	AFUA_1G04630	hypothetical protein	Aspergillus fumigatus Af293	
3507267	AFUA_1G04575	hypothetical protein	Aspergillus fumigatus Af293	
3507271	AFUA_1G04610	hypothetical protein	Aspergillus fumigatus Af293	
3507277	AFUA_1G01710	hypothetical protein	Aspergillus fumigatus Af293	
3507280	AFUA_1G01610	hypothetical protein	Aspergillus fumigatus Af293	
3507281	AFUA_1G01620	hypothetical protein	Aspergillus fumigatus Af293	
3507293	AFUA_1G01570	hypothetical protein	Aspergillus fumigatus Af293	
3507294	AFUA_1G01580	hypothetical protein	Aspergillus fumigatus Af293	
3507301	AFUA_1G04510	hypothetical protein	Aspergillus fumigatus Af293	
3507302	AFUA_1G04520	hypothetical protein	Aspergillus fumigatus Af293	
3507306	AFUA_1G01520	hypothetical protein	Aspergillus fumigatus Af293	
3507312	AFUA_1G04410	hypothetical protein	Aspergillus fumigatus Af293	
3507313	AFUA_1G04420	hypothetical protein	Aspergillus fumigatus Af293	
3507314	AFUA_1G04430	hypothetical protein	Aspergillus fumigatus Af293	
3507319	AFUA_1G01440	hypothetical protein	Aspergillus fumigatus Af293	
3507324	AFUA_1G04100	hypothetical protein	Aspergillus fumigatus Af293	
3507327	AFUA_1G01350	hypothetical protein	Aspergillus fumigatus Af293	
3507328	AFUA_1G01360	hypothetical protein	Aspergillus fumigatus Af293	
3507331	AFUA_1G01390	hypothetical protein	Aspergillus fumigatus Af293	
3507332	AFUA_1G01400	hypothetical protein	Aspergillus fumigatus Af293	
3507333	AFUA_1G01410	hypothetical protein	Aspergillus fumigatus Af293	
3507360	AFUA_1G01190	hypothetical protein	Aspergillus fumigatus Af293	
3507362	AFUA_1G01210	hypothetical protein	Aspergillus fumigatus Af293	
3507363	AFUA_1G01220	hypothetical protein	Aspergillus fumigatus Af293	
3507367	AFUA_1G01130	hypothetical protein	Aspergillus fumigatus Af293	
3507368	AFUA_1G01140	hypothetical protein	Aspergillus fumigatus Af293	
3507375	AFUA_1G03880	hypothetical protein	Aspergillus fumigatus Af293	
3507377	AFUA_1G01050	hypothetical protein	Aspergillus fumigatus Af293	
3507379	AFUA_1G01070	hypothetical protein	Aspergillus fumigatus Af293	
3507380	AFUA_1G01080	hypothetical protein	Aspergillus fumigatus Af293	
3507381	AFUA_1G01090	hypothetical protein	Aspergillus fumigatus Af293	
3507383	AFUA_1G00740	hypothetical protein	Aspergillus fumigatus Af293	
3507384	AFUA_1G00750	hypothetical protein	Aspergillus fumigatus Af293	
3507385	AFUA_1G00760	hypothetical protein	Aspergillus fumigatus Af293	
3507386	AFUA_1G00770	hypothetical protein	Aspergillus fumigatus Af293	
3507390	AFUA_1G04350	hypothetical protein	Aspergillus fumigatus Af293	
3507394	AFUA_1G00320	hypothetical protein	Aspergillus fumigatus Af293	
3507395	AFUA_1G00330	hypothetical protein	Aspergillus fumigatus Af293	
3507396	AFUA_1G00340	hypothetical protein	Aspergillus fumigatus Af293	
3507401	AFUA_1G04770	hypothetical protein	Aspergillus fumigatus Af293	
3507405	AFUA_1G04810	hypothetical protein	Aspergillus fumigatus Af293	
3507409	AFUA_1G04880	hypothetical protein	Aspergillus fumigatus Af293	
3507413	AFUA_1G04910	hypothetical protein	Aspergillus fumigatus Af293	
3507415	AFUA_1G00400	hypothetical protein	Aspergillus fumigatus Af293	
3507418	AFUA_1G00670	hypothetical protein	Aspergillus fumigatus Af293	
3507420	AFUA_1G00690	hypothetical protein	Aspergillus fumigatus Af293	
3507421	AFUA_1G00700	hypothetical protein	Aspergillus fumigatus Af293	
3507422	AFUA_1G00710	hypothetical protein	Aspergillus fumigatus Af293	
3507423	AFUA_1G00720	hypothetical protein	Aspergillus fumigatus Af293	
3507425	AFUA_1G04930	hypothetical protein	Aspergillus fumigatus Af293	
3507437	AFUA_1G04300	hypothetical protein	Aspergillus fumigatus Af293	
3507438	AFUA_1G04310	hypothetical protein	Aspergillus fumigatus Af293	
3507443	AFUA_1G05000	hypothetical protein	Aspergillus fumigatus Af293	
3507452	AFUA_1G04220	hypothetical protein	Aspergillus fumigatus Af293	
3507455	AFUA_1G04250	hypothetical protein	Aspergillus fumigatus Af293	
3507468	AFUA_1G00780	hypothetical protein	Aspergillus fumigatus Af293	
3507469	AFUA_1G00790	hypothetical protein	Aspergillus fumigatus Af293	
3507470	AFUA_1G00800	hypothetical protein	Aspergillus fumigatus Af293	
3507472	AFUA_1G00820	hypothetical protein	Aspergillus fumigatus Af293	
3507473	AFUA_1G00830	hypothetical protein	Aspergillus fumigatus Af293	
3507481	AFUA_1G00550	hypothetical protein	Aspergillus fumigatus Af293	
3507487	AFUA_1G00610	hypothetical protein	Aspergillus fumigatus Af293	
3507492	AFUA_1G00660	hypothetical protein	Aspergillus fumigatus Af293	
3507493	AFUA_1G05140	hypothetical protein	Aspergillus fumigatus Af293	
3507498	AFUA_1G05190	hypothetical protein	Aspergillus fumigatus Af293	
3507511	AFUA_1G00930	hypothetical protein	Aspergillus fumigatus Af293	
3507513	AFUA_1G00950	hypothetical protein	Aspergillus fumigatus Af293	
3507519	AFUA_1G05270	hypothetical protein	Aspergillus fumigatus Af293	
3507523	AFUA_1G00270	hypothetical protein	Aspergillus fumigatus Af293	
3507524	AFUA_1G00280	hypothetical protein	Aspergillus fumigatus Af293	
3507533	AFUA_1G05350	hypothetical protein	Aspergillus fumigatus Af293	
3507534	AFUA_1G00840	hypothetical protein	Aspergillus fumigatus Af293	
3507535	AFUA_1G00850	hypothetical protein	Aspergillus fumigatus Af293	
3507537	AFUA_1G00890	hypothetical protein	Aspergillus fumigatus Af293	
3507539	AFUA_1G00910	hypothetical protein	Aspergillus fumigatus Af293	
3507540	AFUA_1G00920	hypothetical protein	Aspergillus fumigatus Af293	
3507542	AFUA_1G05370	hypothetical protein	Aspergillus fumigatus Af293	
3507543	AFUA_1G05380	hypothetical protein	Aspergillus fumigatus Af293	
3507545	AFUA_1G05400	hypothetical protein	Aspergillus fumigatus Af293	
3507548	AFUA_1G05430	hypothetical protein	Aspergillus fumigatus Af293	
3507551	AFUA_1G05460	hypothetical protein	Aspergillus fumigatus Af293	
3507556	AFUA_1G05510	hypothetical protein	Aspergillus fumigatus Af293	
3507560	AFUA_1G05550	hypothetical protein	Aspergillus fumigatus Af293	
3507565	AFUA_1G05600	hypothetical protein	Aspergillus fumigatus Af293	
3507573	AFUA_1G05660	hypothetical protein	Aspergillus fumigatus Af293	
