NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name
3510379	AFUA_1G09250	CUE domain protein, putative	Aspergillus fumigatus Af293	
3510380	AFUA_1G09260	acetyltransferase, GNAT family family	Aspergillus fumigatus Af293	
3510381	AFUA_1G10100	3-oxoacyl-(acyl-carrier-protein) reductase	Aspergillus fumigatus Af293	
3510382	AFUA_1G10110	TIM-barrel enzyme family protein	Aspergillus fumigatus Af293	
3510383	AFUA_1G10120	UPF0261 domain protein	Aspergillus fumigatus Af293	
3510384	AFUA_1G10130	adenosylhomocysteinase	Aspergillus fumigatus Af293	
3510385	AFUA_1G10140	integral membrane protein	Aspergillus fumigatus Af293	
3510388	AFUA_1G12680	Rho GTPase activator Rga, putative	Aspergillus fumigatus Af293	
3510389	AFUA_1G12690	ABC multidrug transporter Mdr4	Aspergillus fumigatus Af293	
3510392	AFUA_1G12720	PBSP domain protein	Aspergillus fumigatus Af293	
3510393	AFUA_1G12730	60S ribosomal protein L3	Aspergillus fumigatus Af293	
3510394	AFUA_1G11020	L-arabinitol 4-dehydrogenase	Aspergillus fumigatus Af293	
3510395	AFUA_1G11030	xylitol dehydrogenase	Aspergillus fumigatus Af293	
3510397	AFUA_1G11050	MFS sugar transporter, putative	Aspergillus fumigatus Af293	
3510399	AFUA_1G11060	ubiquitin domain protein, putative	Aspergillus fumigatus Af293	
3510400	AFUA_1G11070	G-patch domain protein, putative	Aspergillus fumigatus Af293	
3510405	AFUA_1G09620	protein kinase family protein	Aspergillus fumigatus Af293	
3510406	AFUA_1G09630	PAB1 binding protein (Pbp1), putative	Aspergillus fumigatus Af293	
3510407	AFUA_1G09640	actin-interacting protein (Bud6/Aip3), putative	Aspergillus fumigatus Af293	
3510408	AFUA_1G09650	GPI anchored protein, putative	Aspergillus fumigatus Af293	
3510409	AFUA_1G09660	mitochondrial 2-oxodicarboxylate carrier protein, putative	Aspergillus fumigatus Af293	
3510410	AFUA_1G13840	integral membrane protein, Mpv17/PMP22 family, putative	Aspergillus fumigatus Af293	
3510413	AFUA_1G13870	alpha-1,2-mannosyltransferase (Alg9), putative	Aspergillus fumigatus Af293	
3510414	AFUA_1G13880	snoRNP assembly factor Naf1, putative	Aspergillus fumigatus Af293	
3510415	AFUA_1G13890	U4/U6 small nuclear ribonucleoprotein, putative	Aspergillus fumigatus Af293	
3510416	AFUA_1G13900	DNA-directed RNA polymerase I subunit (Rpa190), putative	Aspergillus fumigatus Af293	
3510417	AFUA_1G09020	nuclear pore complex protein (SonA), putative	Aspergillus fumigatus Af293	
3510419	AFUA_1G09040	intermediate filament protein (Mdm1), putative	Aspergillus fumigatus Af293	
3510420	AFUA_1G09050	phospholipid methyltransferase	Aspergillus fumigatus Af293	
3510423	AFUA_1G11790	nucleoside hydrolase, putative	Aspergillus fumigatus Af293	
3510424	AFUA_1G11800	HLH transcription factor, putative	Aspergillus fumigatus Af293	
3510427	AFUA_1G11820	MFS transporter, putative	Aspergillus fumigatus Af293	
3510428	AFUA_1G11830	MFS sugar transporter, putative	Aspergillus fumigatus Af293	
3510431	AFUA_1G11860	mitochondrial import receptor subunit tom22	Aspergillus fumigatus Af293	
3510432	AFUA_1G11870	mitochondrial processing peptidase alpha subunit, putative	Aspergillus fumigatus Af293	
3510433	AFUA_1G11880	acetoacetyl-CoA synthase	Aspergillus fumigatus Af293	
3510434	AFUA_1G11890	serine palmitoyltransferase 2, putative	Aspergillus fumigatus Af293	
3510435	AFUA_1G11900	PQ loop repeat protein	Aspergillus fumigatus Af293	
3510436	AFUA_1G12480	nuclear RNA binding protein, putative	Aspergillus fumigatus Af293	
3510439	AFUA_1G12510	isoflavone reductase family protein	Aspergillus fumigatus Af293	
3510440	AFUA_1G12520	DNA repair protein (Rad57), putative	Aspergillus fumigatus Af293	
3510441	AFUA_1G12530	oleate delta-12 desaturase	Aspergillus fumigatus Af293	
3510442	AFUA_1G12540	TMEM1 family protein, putative	Aspergillus fumigatus Af293	
3510443	AFUA_1G09670	HLH transcription factor (GlcD gamma), putative	Aspergillus fumigatus Af293	
3510444	AFUA_1G09680	Golgi traffic protein SFT2, putative	Aspergillus fumigatus Af293	
3510445	AFUA_1G09690	tRNA ligase	Aspergillus fumigatus Af293	
3510446	AFUA_1G09700	ankyrin repeat protein	Aspergillus fumigatus Af293	
3510453	AFUA_1G10480	DNA polymerase POL4, putative	Aspergillus fumigatus Af293	
3510454	AFUA_1G10490	F1F0 ATP synthase assembly protein Atp10, putative	Aspergillus fumigatus Af293	
3510455	AFUA_1G12550	membrane-tethered transcription factor (SPT23), putative	Aspergillus fumigatus Af293	
3510456	AFUA_1G12560	endoglucanase, putative	Aspergillus fumigatus Af293	
3510457	AFUA_1G12570	RNA binding protein Ligatin/Tma64, putative	Aspergillus fumigatus Af293	
3510459	AFUA_1G12590	RNA-binding La domain protein	Aspergillus fumigatus Af293	
3510460	AFUA_1G12600	chitin synthase D	Aspergillus fumigatus Af293	
3510461	AFUA_1G12610	Hsp70 chaperone Hsp88	Aspergillus fumigatus Af293	
3510462	AFUA_1G08960	cAMP-regulated phosphoprotein family protein Igo1, putative	Aspergillus fumigatus Af293	
3510464	AFUA_1G08980	UPF0160 domain protein MYG1, putative	Aspergillus fumigatus Af293	
3510465	AFUA_1G08990	lactonohydrolase, putative	Aspergillus fumigatus Af293	
3510467	AFUA_1G09010	methionyl-tRNA synthetase	Aspergillus fumigatus Af293	
3510468	AFUA_1G09790	histone transcription regulator Hir1, putative	Aspergillus fumigatus Af293	
3510469	AFUA_1G09800	GTP-binding protein YchF	Aspergillus fumigatus Af293	
3510470	AFUA_1G09810	PUA RNA binding domain protein, putative	Aspergillus fumigatus Af293	
3510471	AFUA_1G09820	DUF1339 domain protein	Aspergillus fumigatus Af293	
3510472	AFUA_1G09830	Hsc70 cochaperone (SGT), putative	Aspergillus fumigatus Af293	
3510473	AFUA_1G09840	mitochondrial inner membrane translocase subunit TIM44, putative	Aspergillus fumigatus Af293	
3510475	AFUA_1G08900	CHY and RING finger domain protein, putative	Aspergillus fumigatus Af293	
3510476	AFUA_1G08910	DUF1680 domain protein	Aspergillus fumigatus Af293	
3510477	AFUA_1G08920	IQ calmodulin-binding motif domain protein	Aspergillus fumigatus Af293	
3510478	AFUA_1G08930	WD repeat protein	Aspergillus fumigatus Af293	
3510479	AFUA_1G08940	pheromone processing carboxypeptidase KexA	Aspergillus fumigatus Af293	
3510480	AFUA_1G08950	DUF431 domain protein	Aspergillus fumigatus Af293	
3510481	AFUA_1G10960	Mago nashi domain protein	Aspergillus fumigatus Af293	
3510482	AFUA_1G10970	Coatomer subunit beta, putative	Aspergillus fumigatus Af293	
3510483	AFUA_1G10980	sphingosine kinase (SphK), putative	Aspergillus fumigatus Af293	
3510484	AFUA_1G10990	ribosomal RNA processing protein, putative	Aspergillus fumigatus Af293	
3510485	AFUA_1G11000	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510486	AFUA_1G11010	short chain oxidoreductase/dehydrogenase, putative	Aspergillus fumigatus Af293	
3510487	AFUA_1G10750	prolyl-tRNA synthetase	Aspergillus fumigatus Af293	
3510488	AFUA_1G10760	CCAAT-box-binding transcription factor	Aspergillus fumigatus Af293	
3510489	AFUA_1G10770	neutral amino acid permease, putative	Aspergillus fumigatus Af293	
3510490	AFUA_1G10780	glycine cleavage system T protein	Aspergillus fumigatus Af293	
3510491	AFUA_1G10790	alpha-1,2-mannosidase family protein, putative	Aspergillus fumigatus Af293	
3510492	AFUA_1G10910	tubulin beta, putative	Aspergillus fumigatus Af293	
3510493	AFUA_1G10920	nuclear mRNA splicing factor-associated protein, putative	Aspergillus fumigatus Af293	
3510494	AFUA_1G10930	ammonium transporter (Mep2), putative	Aspergillus fumigatus Af293	
3510495	AFUA_1G10940	MAP kinase kinase kinase SskB, putative	Aspergillus fumigatus Af293	
3510496	AFUA_1G10950	vesicle-mediated transport protein Vid24, putative	Aspergillus fumigatus Af293	
3510497	AFUA_1G13150	Smr domain protein	Aspergillus fumigatus Af293	
3510498	AFUA_1G13160	geranylgeranyl diphosphate synthase	Aspergillus fumigatus Af293	
3510499	AFUA_1G13170	cell division control protein 14	Aspergillus fumigatus Af293	
3510500	AFUA_1G13180	mitochondrial outer membrane protein (Sam35), putative	Aspergillus fumigatus Af293	
3510501	AFUA_1G13190	copper-activated transcription factor GRISEA, putative	Aspergillus fumigatus Af293	
3510503	AFUA_1G13210	uridine permease Fui1, putative	Aspergillus fumigatus Af293	
3510504	AFUA_1G10850	ubiquitin-like modifier SUMO, putative	Aspergillus fumigatus Af293	
3510505	AFUA_1G10860	nuclear pore complex protein Nup107, putative	Aspergillus fumigatus Af293	
3510506	AFUA_1G10870	urea hydro-lyase/cyanamide hydratase, putative	Aspergillus fumigatus Af293	
3510507	AFUA_1G10880	P-type calcium ATPase, putative	Aspergillus fumigatus Af293	
3510508	AFUA_1G10890	purine-cytosine permease, putative	Aspergillus fumigatus Af293	
3510510	AFUA_1G10800	thioesterase family protein	Aspergillus fumigatus Af293	
3510511	AFUA_1G10810	vacuolar ATP synthase subunit c	Aspergillus fumigatus Af293	
3510512	AFUA_1G10820	adenylylsulfate kinase	Aspergillus fumigatus Af293	
3510513	AFUA_1G10830	succinyl-CoA synthetase subunit alpha, putative	Aspergillus fumigatus Af293	
3510518	AFUA_1G12340	carnitine acetyl transferase	Aspergillus fumigatus Af293	
3510519	AFUA_1G12350	SCP-like extracellular protein, putative	Aspergillus fumigatus Af293	
3510520	AFUA_1G09730	PAP2 domain protein	Aspergillus fumigatus Af293	
3510521	AFUA_1G09750	aldehyde reductase (AKR1), putative	Aspergillus fumigatus Af293	
3510523	AFUA_1G09760	UPF0171 domain protein	Aspergillus fumigatus Af293	
3510524	AFUA_1G09770	La domain family	Aspergillus fumigatus Af293	
3510525	AFUA_1G09780	stomatin family protein	Aspergillus fumigatus Af293	
3510528	AFUA_1G12440	isoflavone reductase family protein CipA, putative	Aspergillus fumigatus Af293	
3510530	AFUA_1G12460	oxidoreductase CipA-like, putative	Aspergillus fumigatus Af293	
3510534	AFUA_1G12370	DUF255 domain protein	Aspergillus fumigatus Af293	
3510535	AFUA_1G12380	WD repeat protein	Aspergillus fumigatus Af293	
3510536	AFUA_1G12390	G2/M phase checkpoint control protein Sum2, putative	Aspergillus fumigatus Af293	
3510538	AFUA_1G12410	salicylate hydroxylase, putative	Aspergillus fumigatus Af293	
3510540	AFUA_1G10630	S-adenosylmethionine synthetase	Aspergillus fumigatus Af293	
3510541	AFUA_1G10640	ATP binding protein, putative	Aspergillus fumigatus Af293	
3510543	AFUA_1G10660	C6 finger domain protein, putative	Aspergillus fumigatus Af293	
3510544	AFUA_1G10670	Vacuolar ATP synthase subunit H, putative	Aspergillus fumigatus Af293	
3510545	AFUA_1G10040	HMG box protein, putative	Aspergillus fumigatus Af293	
3510546	AFUA_1G10050	DEAD/DEAH box RNA helicase	Aspergillus fumigatus Af293	
3510549	AFUA_1G10080	C2H2 transcription factor, putative	Aspergillus fumigatus Af293	
3510551	AFUA_1G10690	M protein repeat protein	Aspergillus fumigatus Af293	
3510552	AFUA_1G10700	proteasome regulatory particle subunit (Nas6), putative	Aspergillus fumigatus Af293	
3510553	AFUA_1G10710	mRNA splicing protein (Prp5), putative	Aspergillus fumigatus Af293	
3510554	AFUA_1G10720	origin recognition complex subunit Orc1, putative	Aspergillus fumigatus Af293	
3510556	AFUA_1G10740	prefoldin subunit 5, putative	Aspergillus fumigatus Af293	
3510557	AFUA_1G12260	transcriptional elongation factor Iws1, putative	Aspergillus fumigatus Af293	
3510559	AFUA_1G12280	nucleoporin, putative	Aspergillus fumigatus Af293	
3510560	AFUA_1G12290	NADH-ubiquinone oxidoreductase 19 kDa subunit, putative	Aspergillus fumigatus Af293	
3510561	AFUA_1G12300	Acyl CoA binding protein, putative	Aspergillus fumigatus Af293	
3510562	AFUA_1G12310	GABA permease, putative	Aspergillus fumigatus Af293	
3510563	AFUA_1G09850	37S ribosomal protein S11, putative	Aspergillus fumigatus Af293	
3510565	AFUA_1G09870	VPS9 domain protein, putative	Aspergillus fumigatus Af293	
3510568	AFUA_1G09900	alpha-L-arabinofuranosidase	Aspergillus fumigatus Af293	
3510569	AFUA_1G09910	MFS sugar transporter, putative	Aspergillus fumigatus Af293	
3510570	AFUA_1G10497	vesicle transport v-SNARE protein Gos1, putative	Aspergillus fumigatus Af293	
3510571	AFUA_1G10510	60S ribosomal protein L35	Aspergillus fumigatus Af293	
3510574	AFUA_1G10540	SIR2 family histone deacetylase (Hst4), putative	Aspergillus fumigatus Af293	
3510575	AFUA_1G10550	CBF/NF-Y family transcription factor, putative	Aspergillus fumigatus Af293	
3510576	AFUA_1G13280	mannose-6-phosphate isomerase, class I	Aspergillus fumigatus Af293	
3510577	AFUA_1G13290	SAGA complex component (Sgf29), putative	Aspergillus fumigatus Af293	
3510579	AFUA_1G13310	bZIP transcription factor, putative	Aspergillus fumigatus Af293	
3510580	AFUA_1G13320	6-phosphogluconate dehydrogenase family protein	Aspergillus fumigatus Af293	
3510582	AFUA_1G09930	glycerol dehydrogenase Gcy1, putative	Aspergillus fumigatus Af293	
3510584	AFUA_1G09950	casein kinase 2 beta' regulatory subunit Ckb2, putative	Aspergillus fumigatus Af293	
3510586	AFUA_1G09970	eukaryotic translation initiation factor 3 subunit EifCh, putative	Aspergillus fumigatus Af293	
3510587	AFUA_1G09360	S-adenosylmethionine-dependent methyltransferase, putative	Aspergillus fumigatus Af293	
3510588	AFUA_1G09370	pentatricopeptide repeat protein	Aspergillus fumigatus Af293	
3510591	AFUA_1G09400	R3H domain protein, putative	Aspergillus fumigatus Af293	
3510592	AFUA_1G09410	50S ribosomal protein L17	Aspergillus fumigatus Af293	
3510594	AFUA_1G10560	GTP binding protein, putative	Aspergillus fumigatus Af293	
3510595	AFUA_1G10570	glycerol-3-phosphate phosphatase (GppA), putative	Aspergillus fumigatus Af293	
3510596	AFUA_1G10580	homeobox transcription factor, putative	Aspergillus fumigatus Af293	
3510597	AFUA_1G10590	GPI anchored protein, putative	Aspergillus fumigatus Af293	
3510598	AFUA_1G10600	nuclear localization protein, putative	Aspergillus fumigatus Af293	
3510601	AFUA_1G09150	rhomboid family protein, putative	Aspergillus fumigatus Af293	
3510603	AFUA_1G09170	protein kinase activator (Mob2), putative	Aspergillus fumigatus Af293	
3510605	AFUA_1G09190	C6 finger domain protein, putative	Aspergillus fumigatus Af293	
3510606	AFUA_1G09200	ribosome biogenesis protein Erb1, putative	Aspergillus fumigatus Af293	
3510607	AFUA_1G09080	hydrolase, alpha/beta fold family protein	Aspergillus fumigatus Af293	
3510608	AFUA_1G09090	Glutaredoxin domain protein	Aspergillus fumigatus Af293	
3510609	AFUA_1G09100	60S ribosomal protein L9, putative	Aspergillus fumigatus Af293	
3510610	AFUA_1G09110	Patatin-like serine hydrolase, putative	Aspergillus fumigatus Af293	
3510611	AFUA_1G09120	amino acid permease, putative	Aspergillus fumigatus Af293	
3510613	AFUA_1G13790	histone H3	Aspergillus fumigatus Af293	
3510614	AFUA_1G13800	MFS multidrug transporter, putative	Aspergillus fumigatus Af293	
3510617	AFUA_1G13830	threonine-rich protein	Aspergillus fumigatus Af293	
3510620	AFUA_1G12210	NADH oxidase	Aspergillus fumigatus Af293	
3510622	AFUA_1G12230	ankyrin repeat protein	Aspergillus fumigatus Af293	
3510623	AFUA_1G12240	MFS peptide transporter, putaitve	Aspergillus fumigatus Af293	
3510624	AFUA_1G12250	mitochondrial hypoxia responsive domain protein	Aspergillus fumigatus Af293	
3510625	AFUA_1G12070	glycine cleavage system H protein	Aspergillus fumigatus Af293	
3510626	AFUA_1G12080	RING finger ubiquitin ligase (Tul1), putative	Aspergillus fumigatus Af293	
3510627	AFUA_1G12090	cation efflux family protein family	Aspergillus fumigatus Af293	
3510629	AFUA_1G12110	NADH-ubiquinone oxidoreductase 14 kDa subunit, putative	Aspergillus fumigatus Af293	
3510630	AFUA_1G12120	arginine rich protein	Aspergillus fumigatus Af293	
3510631	AFUA_1G12130	translation initiation factor eIF4E, putative	Aspergillus fumigatus Af293	
3510633	AFUA_1G12150	nucleoside diphosphatase Gda1	Aspergillus fumigatus Af293	
3510634	AFUA_1G12160	translation initiation factor IF3, putative	Aspergillus fumigatus Af293	
3510635	AFUA_1G12170	translation elongation factor EF-Tu, putative	Aspergillus fumigatus Af293	
3510636	AFUA_1G12180	GTP-binding protein Sey1, putative	Aspergillus fumigatus Af293	
3510638	AFUA_1G09980	mitochondrial carrier protein, putative	Aspergillus fumigatus Af293	
3510641	AFUA_1G10020	ribonuclease H1, putative	Aspergillus fumigatus Af293	
3510643	AFUA_1G11970	mitochondrial dynamin GTPase (Msp1), putative	Aspergillus fumigatus Af293	
3510644	AFUA_1G11980	glutamine amidotransferase, putative	Aspergillus fumigatus Af293	
3510646	AFUA_1G12000	nuclear and cytoplasmic polyadenylated RNA-binding protein pub1	Aspergillus fumigatus Af293	
3510648	AFUA_1G12020	arrestin domain protein	Aspergillus fumigatus Af293	
3510649	AFUA_1G12025	antibiotic biosynthesis monooxygenase, putative	Aspergillus fumigatus Af293	
3510651	AFUA_1G12040	chitin biosynthesis protein (Chs7), putative	Aspergillus fumigatus Af293	
3510652	AFUA_1G12050	acetyltransferase, GNAT family family	Aspergillus fumigatus Af293	
3510653	AFUA_1G12060	acyl-CoA thioesterase	Aspergillus fumigatus Af293	
3510654	AFUA_1G12065	37S ribosomal protein Mrp17	Aspergillus fumigatus Af293	
3510655	AFUA_1G10340	integral membrane protein, Mpv17/PMP22 family, putative	Aspergillus fumigatus Af293	
3510656	AFUA_1G10350	phosphoglycerate kinase PgkA, putative	Aspergillus fumigatus Af293	
3510658	AFUA_1G10370	MFS multidrug transporter, putative	Aspergillus fumigatus Af293	
3510660	AFUA_1G10390	ABC multidrug transporter, putative	Aspergillus fumigatus Af293	
3510661	AFUA_1G13970	MFS transporter, putative	Aspergillus fumigatus Af293	
3510665	AFUA_1G14010	AP-2 adaptor complex subunit sigma, putative	Aspergillus fumigatus Af293	
3510666	AFUA_1G11910	conserved histidine-rich protein	Aspergillus fumigatus Af293	
3510667	AFUA_1G11920	SH3 domain protein, putative	Aspergillus fumigatus Af293	
3510668	AFUA_1G11930	protein kinase, putative	Aspergillus fumigatus Af293	
3510669	AFUA_1G11940	50S ribosomal subunit protein L15	Aspergillus fumigatus Af293	
3510670	AFUA_1G11950	mucin, putative	Aspergillus fumigatus Af293	
3510671	AFUA_1G11960	alternative NADH-dehydrogenase	Aspergillus fumigatus Af293	
3510672	AFUA_1G13220	cytochrome P450 pisatin demethylase, putative	Aspergillus fumigatus Af293	
3510674	AFUA_1G13240	adenosine deaminase, putative	Aspergillus fumigatus Af293	
3510675	AFUA_1G13250	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase Plc1, putative	Aspergillus fumigatus Af293	
3510676	AFUA_1G13260	Coatomer subunit epsilon, putative	Aspergillus fumigatus Af293	
3510677	AFUA_1G13270	6-hexanolactone hydrolase, putative	Aspergillus fumigatus Af293	
3510678	AFUA_1G10290	chromodomain helicase (Chd1), putative	Aspergillus fumigatus Af293	
3510680	AFUA_1G10310	RNase L inhibitor of the ABC superfamily, putative	Aspergillus fumigatus Af293	
3510681	AFUA_1G10320	formin binding protein (FNB3), putative	Aspergillus fumigatus Af293	
3510683	AFUA_1G13510	C6 transcription factor FacB/Cat8	Aspergillus fumigatus Af293	
3510684	AFUA_1G13520	SET domain protein	Aspergillus fumigatus Af293	
